case_numbe,sr_type,quad_statu,day,sec_name,quad,tally
101003925994,Missed Yard Waste Pickup,SW_Overdue,THURSDAY,SWTH121,SW,1
101003930116,Missed Garbage Pickup,SW_Not_Overdue,MONDAY,SWMO112,SW,1
101003931729,Missed Recycling Pickup,SE_Not_Overdue,MONDAY,SEMO106,SE,1
101003932314,Missed Garbage Pickup,SE_Not_Overdue,MONDAY,SEMO106,SE,1
101003932319,Missed Recycling Pickup,SE_Not_Overdue,MONDAY,SEMO106,SE,1
101003928385,Missed Garbage Pickup,SW_Overdue,THURSDAY,SWTH108,SW,1
101003891235,Missed Heavy Trash Pickup,SE_Overdue,MONDAY,SEMO107,SE,1
101003919795,Missed Heavy Trash Pickup,NE_Overdue,MONDAY,NEMO105,NE,1
101003932484,Missed Garbage Pickup,SW_Not_Overdue,TUESDAY,SWTU111,SW,1
101003929953,Missed Recycling Pickup,SW_Not_Overdue,THURSDAY,SWTH108,SW,1
101003931079,Missed Garbage Pickup,SW_Not_Overdue,TUESDAY,SWTU119,SW,1
101003932015,Missed Garbage Pickup,SW_Not_Overdue,TUESDAY,SWTU119,SW,1
101003930780,Missed Recycling Pickup,SW_Not_Overdue,THURSDAY,SWTH107,SW,1
101003922865,Missed Recycling Pickup,SW_Overdue,THURSDAY,SWTH107,SW,1
101003925178,Missed Yard Waste Pickup,SW_Overdue,THURSDAY,SWTH107,SW,1
101003922788,Missed Recycling Pickup,SW_Overdue,THURSDAY,SWTH107,SW,1
101003926801,Missed Yard Waste Pickup,SW_Not_Overdue,THURSDAY,SWTH101,SW,1
101003932678,Missed Garbage Pickup,SW_Not_Overdue,TUESDAY,SWTU114,SW,1
101003932399,Missed Recycling Pickup,SE_Not_Overdue,TUESDAY,SETU115,SE,1
101003932123,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU124,NW,1
101003932126,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU124,NW,1
101003931475,Missed Heavy Trash Pickup,NW_Not_Overdue,FRIDAY,NWFR115,NW,1
101003886689,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003885966,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003887831,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003889856,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003890057,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003892655,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003921419,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR115,NW,1
101003928186,Missed Garbage Pickup,SW_Overdue,THURSDAY,SWTH119,SW,1
101003908617,Missed Heavy Trash Pickup,NW_Overdue,MONDAY,NWMO121,NW,1
101003926256,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU110,SW,1
101003926121,Missed Yard Waste Pickup,SW_Overdue,TUESDAY,SWTU114,SW,1
101003932094,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU116,NW,1
101003932717,Missed Recycling Pickup,NW_Not_Overdue,TUESDAY,NWTU116,NW,1
101003927428,Missed Garbage Pickup,SW_Overdue,THURSDAY,SWTH106,SW,1
101003932019,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU107,NW,1
101003909006,Missed Heavy Trash Pickup,NW_Overdue,TUESDAY,NWTU107,NW,1
101003923230,Missed Recycling Pickup,SW_Overdue,FRIDAY,SWFR104,SW,1
101003926802,Missed Heavy Trash Pickup,SE_Not_Overdue,TUESDAY,SETU107,SE,1
101003931287,Missed Recycling Pickup,SE_Not_Overdue,MONDAY,SEMO123,SE,1
101003889599,Missed Heavy Trash Pickup,SE_Overdue,MONDAY,SEMO123,SE,1
101003931798,Missed Heavy Trash Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003932091,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003932105,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003932260,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003932266,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU123,NW,1
101003922221,Missed Recycling Pickup,SW_Overdue,FRIDAY,SWFR110,SW,1
101003932152,Missed Yard Waste Pickup,SW_Not_Overdue,FRIDAY,SWFR104,SW,1
101003932141,Missed Heavy Trash Pickup,SW_Not_Overdue,FRIDAY,SWFR104,SW,1
101003923170,Missed Recycling Pickup,SE_Overdue,MONDAY,SEMO115,SE,1
101003927098,Missed Heavy Trash Pickup,NW_Not_Overdue,MONDAY,NWMO107,NW,1
101003932457,Missed Recycling Pickup,NW_Not_Overdue,MONDAY,NWMO107,NW,1
101003932528,Missed Recycling Pickup,NW_Not_Overdue,MONDAY,NWMO107,NW,1
101003905899,Missed Heavy Trash Pickup,SW_Overdue,MONDAY,SWMO115,SW,1
101003904839,Missed Heavy Trash Pickup,SW_Overdue,FRIDAY,SWFR118,SW,1
101003926441,Missed Yard Waste Pickup,SW_Not_Overdue,TUESDAY,SWTU114,SW,1
101003928576,Missed Garbage Pickup,SW_Overdue,TUESDAY,SWTU101,SW,1
101003920036,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH108A,SE,1
101003906884,Missed Heavy Trash Pickup,SW_Overdue,FRIDAY,SWFR121,SW,1
101003929952,Missed Garbage Pickup,SW_Not_Overdue,FRIDAY,SWFR122,SW,1
101003919551,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH107B,SE,1
101003923626,Missed Heavy Trash Pickup,NE_Overdue,FRIDAY,NEFR113,NE,1
101003927796,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH113A,SE,1
101003919513,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH113A,SE,1
101003926969,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH113A,SE,1
101003927420,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH113A,SE,1
101003907903,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH106B,SE,1
101003928483,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH106B,SE,1
101003928056,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH102A,SE,1
101003928282,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH109A,SE,1
101003926045,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH103B,SE,1
101003926473,Missed Heavy Trash Pickup,NW_Not_Overdue,MONDAY,NWMO124,NW,1
101003929193,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU106,NW,1
101003930796,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU106,NW,1
101003932227,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU106,NW,1
101003928245,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH101A,SE,1
101003927369,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH101A,SE,1
101003930806,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO117,NW,1
101003885517,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003928948,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR120,NW,1
101003885741,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003886325,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003887629,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR120,NW,1
101003932395,Missed Garbage Pickup,NW_Not_Overdue,MONDAY,NWMO119,NW,1
101003931528,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU108,NW,1
101003932820,Missed Yard Waste Pickup,NW_Not_Overdue,TUESDAY,NWTU108,NW,1
101003932417,Missed Garbage Pickup,NW_Not_Overdue,MONDAY,NWMO109,NW,1
101003907831,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH106A,SE,1
101003931841,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU110,NW,1
101003908983,Missed Heavy Trash Pickup,NW_Overdue,MONDAY,NWMO111,NW,1
101003927899,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH117,SE,1
101003885513,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR105,NW,1
101003887722,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR105,NW,1
101003906432,Missed Heavy Trash Pickup,SE_Overdue,THURSDAY,SETH107A,SE,1
101003927321,Missed Garbage Pickup,SE_Overdue,THURSDAY,SETH107A,SE,1
101003931172,Missed Recycling Pickup,NW_Not_Overdue,MONDAY,NWMO108,NW,1
101003928862,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR124,NW,1
101003931392,Missed Garbage Pickup,NW_Not_Overdue,TUESDAY,NWTU112,NW,1
101003888774,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR106,NW,1
101003928921,Missed Heavy Trash Pickup,NW_Not_Overdue,FRIDAY,NWFR104,NW,1
101003929766,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR104,NW,1
101003885443,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR104,NW,1
101003930510,Missed Yard Waste Pickup,NW_Not_Overdue,MONDAY,NWMO104,NW,1
101003930375,Missed Garbage Pickup,NW_Not_Overdue,FRIDAY,NWFR112,NW,1
101003930545,Missed Heavy Trash Pickup,SE_Not_Overdue,THURSDAY,SETH120,SE,1
101003885768,Missed Heavy Trash Pickup,NW_Overdue,FRIDAY,NWFR121,NW,1
