id,case_number,sr_location,city,state,zip,latitude,longitude
23873271,101003905825,"911 WOODLAND, HOUSTON 77009",,,,,
24165480,101003932741,"5229 TARAWA, HOUSTON 77033",HOUSTON,TX,77033,,
24166212,101003934604,"8519 VOGUE, HOUSTON 77055",HOUSTON,TX,77055,,
24182614,101003859596,"8416 COOLIDGE, HOUSTON TX 77012",HOUSTON,TX,77012,,
23871419,101003890966,"8402 DETROIT, HOUSTON 77017",HOUSTON,TX,77017,,
24195350,101003905825,"911 WOODLAND, HOUSTON 77009",,,,,
24201770,101003932741,"5229 TARAWA, HOUSTON 77033",HOUSTON,TX,77033,,
24202502,101003934604,"8519 VOGUE, HOUSTON 77055",HOUSTON,TX,77055,,
24218904,101003859596,"8416 COOLIDGE, HOUSTON TX 77012",HOUSTON,TX,77012,,
24193498,101003890966,"8402 DETROIT, HOUSTON 77017",HOUSTON,TX,77017,,
30275805,101003936400,"3406 KNOLL, HOUSTON 77080",HOUSTON,TX,77080,,
29348130,101003931775,"7710 CATALINA, HOUSTON 77075",HOUSTON,TX,77075,,
29352801,101003936173,"9822 CANOGA, HOUSTON 77080",HOUSTON,TX,77080,,
29407535,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
29417371,101003883614,"9418 SPRINGMONT, HOUSTON 77080",,,,,
30261770,101003923298,"6708 CONLEY, HOUSTON 77021",HOUSTON,TX,77077,,
30270717,101003931526,"6727 LONDON, HOUSTON 77021",HOUSTON,TX,77021,,
30273825,101003934447,"5918 GOLDEN FOREST, HOUSTON 77092",HOUSTON ,TX,77092,,
30268410,101003929609,"4614 LINCOLNSHIRE, HOUSTON 77048",HOUSTON,TX,77048,,
30271139,101003931798,"6402 WOODLAND TRAILS, HOUSTON 77088",HOUSTON,TX,77088,,
30275858,101003936487,"10818 LYNBROOK, HOUSTON 77042",HOUSTON,TX,77077,,
31320559,101003979253,"2111 ELGIN, HOUSTON 77004",HOUSTON,TX,77004,,
31319659,101003977073,"1223 CHAMBOARD, HOUSTON 77018",HOUSTON,TX,77018,,
26914050,101003881514,"10326 KINGSPOINT, HOUSTON 77075",HOUSTON,TX,77075,,
26914163,101003881787,"7481 SANTA FE, HOUSTON 77061",,,,,
23274411,101003858623,"5927 GOFORTH, HOUSTON TX 77021",, ,,,
26914733,101003883614,"9418 SPRINGMONT, HOUSTON 77080",,,,,
23274600,101003859207,"6605 BLUEJAY, HOUSTON TX 77048",HOUSTON,TX,77048,,
23274746,101003859596,"8416 COOLIDGE, HOUSTON TX 77012",HOUSTON,TX,77012,,
23274914,101003860070,"2514 LAMAR, HOUSTON TX 77003",HOUSTON,TX,77003,,
23274961,101003860320,"6630 AVENUE R, HOUSTON TX 77011",HOUSTON,TX,77011,,
23275197,101003861239,"6520 SIDNEY, HOUSTON TX 77021",HOUSTON,TX,77021,,
26914824,101003883814,"4410 MAGGIE, HOUSTON 77051",HOUSTON,TX,77051,,
23276314,101003864146,"2415 METZ, HOUSTON TX 77034",HOUSTON,TX,77034,,
23276458,101003864667,"9316 HOLLOCK, HOUSTON TX 77075",HOUSTON,TX,77075,,
23276668,101003865414,"12234 DUMAS, HOUSTON TX 77034",HOUSTON,TX,77034,,
23277004,101003866302,"8522 ANACORTES, HOUSTON TX 77061",HOUSTON,TX,77061,,
23277183,101003866795,"7711 JUNIOR, HOUSTON TX 77012",HOUSTON,TX,77012,,
23277533,101003867721,"9723 BLACKHAWK, HOUSTON TX 77075",, ,,,
23277608,101003867906,"9306 WOLCOTT PARK, HOUSTON TX 77075",HOUSTON,TX,77075,,
23277645,101003868024,"10102 VICTORIA CHASE, HOUSTON TX 77075",HOUSTON,TX,77075,,
23278750,101003871469,"6601 AVENUE H, HOUSTON TX 77011",,,,,
23278854,101003871812,"7471 BROCKLEY, HOUSTON TX 77087",,TX,77087,,
23279242,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
23279275,101003873240,"7806 SANTA ELENA, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279315,101003873319,"7825 KELLER, HOUSTON TX 77012",HOUSTON,TX,77012,,
23279361,101003873404,"7622 CAYTON, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279404,101003873511,"8606 DOVER, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279574,101003873889,"7542 CAYTON, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279695,101003874107,"8202 GLEN VALLEY, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279738,101003874189,"8111 GLENCREST, HOUSTON TX 77061",HOUSTON,TX,77061,,
23279844,101003874534,"7836 BRUMBLAY, HOUSTON TX 77012",HOUSTON,TX,77012,,
23279990,101003874873,"7603 DILLON, HOUSTON TX 77061",HOUSTON,TX,77061,,
23280149,101003875261,"3841 GERTIN, HOUSTON TX 77004",HOUSTON,TX,77004,,
23280442,101003875937,"7603 WILMERDEAN, HOUSTON TX 77061",, ,77061,,
23280892,101003877801,"6806 CASABLANCA, HOUSTON TX 77048",HOUSTON,TX,77088,,
23282203,101003881514,"10326 KINGSPOINT, HOUSTON 77075",HOUSTON,TX,77075,,
23282316,101003881787,"7481 SANTA FE, HOUSTON 77061",,,,,
23282796,101003883406,"7762 RED ROBIN, HOUSTON 77075",,,,,
23282886,101003883614,"9418 SPRINGMONT, HOUSTON 77080",,,,,
23282977,101003883814,"4410 MAGGIE, HOUSTON 77051",HOUSTON,TX,77051,,
23257270,101003931796,"11442 KIRKWYN, HOUSTON 77089",HOUSTON,TX,77089,,
23279168,101003872875,"7918 WILMERDEAN, HOUSTON TX 77061",HOUSTON,TX,77061,,
23256978,101003931150,"9138 SUNNYWOOD, HOUSTON 77088",HOUSTON,TX,77088,,
23258580,101003935152,"10930 TIMBEROAK, HOUSTON 77043",HOUSTON,TX,77043,,
23258756,101003935476,"5518 HIALEAH, HOUSTON 77092",HOUSTON,TX,77092,,
23250740,101003904681,"5723 ORIOLE, HOUSTON 77017",HOUSTON,TX,77017,,
23251764,101003907068,"428 DE HAVEN, HOUSTON 77029",HOUSTON,TX,77029,,
23252273,101003908703,"6613 HOMESTEAD, HOUSTON 77028",HOUSTON,TX,77028,,
23253870,101003923298,"6708 CONLEY, HOUSTON 77021",HOUSTON,TX,77077,,
23254748,101003925592,"8510 GLENLEA, HOUSTON 77061",HOUSTON,TX,77061,,
23256249,101003929547,"6410 HERON, HOUSTON 77087",HOUSTON,TX,77087,,
23249170,101003890586,"5206 CLAY, HOUSTON 77023",HOUSTON,TX,77023,,
23250101,101003892807,"1601 WESLEY, HOUSTON 77023",HOUSTON,TX,77023,,
26911094,101003873166,"7714 SOUTHERN, HOUSTON TX 77087",HOUSTON,TX,77087,,
26884481,101003919597,"1216 WRIGHTWOOD, HOUSTON 77009",HOUSTON,TX,77009,,
26886780,101003926228,"6810 DILLON, HOUSTON 77061",HOUSTON,TX,77061,,
26906258,101003858623,"5927 GOFORTH, HOUSTON TX 77021",, ,,,
26908305,101003864667,"9316 HOLLOCK, HOUSTON TX 77075",HOUSTON,TX,77075,,
26909380,101003867721,"9723 BLACKHAWK, HOUSTON TX 77075",, ,,,
26911089,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
26433671,101003920036,"10506 KIRKGLEN, HOUSTON 77089",HOUSTON,TX,77089,,
26433802,101003920372,"11431 KIRKWYN, HOUSTON 77089",HOUSTON ,TX,77089,,
26437997,101003931526,"6727 LONDON, HOUSTON 77021",HOUSTON,TX,77021,,
26439635,101003935476,"5518 HIALEAH, HOUSTON 77092",HOUSTON,TX,77092,,
26439813,101003936173,"9822 CANOGA, HOUSTON 77080",HOUSTON,TX,77080,,
26439859,101003936400,"3406 KNOLL, HOUSTON 77080",HOUSTON,TX,77080,,
26440288,101003937491,"3903 ERBY, HOUSTON 77087",HOUSTON,TX,77087,,
26459733,101003871812,"7471 BROCKLEY, HOUSTON TX 77087",,TX,77087,,
26460121,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
26461547,101003877072,"3322 FRANCIS, HOUSTON TX 77004",HOUSTON,TX,77004,,
30831660,101003936400,"3406 KNOLL, HOUSTON 77080",HOUSTON,TX,77080,,
26432643,101003907068,"428 DE HAVEN, HOUSTON 77029",HOUSTON,TX,77029,,
26434539,101003922737,"7421 BRACE, HOUSTON 77061",HOUSTON,TX,77061,,
26437128,101003929547,"6410 HERON, HOUSTON 77087",HOUSTON,TX,77087,,
26439135,101003934447,"5918 GOLDEN FOREST, HOUSTON 77092",HOUSTON ,TX,77092,,
26439723,101003935807,"4306 HICKOK, HOUSTON 77047",HOUSTON,TX,77047,,
26440080,101003936978,"7662 BUENA VISTA, HOUSTON 77087",HOUSTON,TX,77087,,
30853348,101004000000.0,"3322 FRANCIS, HOUSTON TX 77004",HOUSTON,TX,77004,,
30829779,101003931475,Intersection 2900 BINGLE RD&8450 KEMPWOOD DR,,,,,
30828960,101003929609,"4614 LINCOLNSHIRE, HOUSTON 77048",HOUSTON,TX,77048,,
30829581,101003930994,"5203 HOLLY VIEW, HOUSTON 77091",HOUSTON,TX,77091,,
30830936,101003934447,"5918 GOLDEN FOREST, HOUSTON 77092",HOUSTON ,TX,77092,,
30832173,101003937744,"12006 SONNET MEADOW, HOUSTON 77047",HOUSTON,TX,77047,,
26455290,101003858623,"5927 GOFORTH, HOUSTON TX 77021",, ,,,
26430188,101003890903,"5709 DORBRANDT, HOUSTON 77023",HOUSTON,TX,77023,,
26455793,101003860070,"2514 LAMAR, HOUSTON TX 77003",HOUSTON,TX,77003,,
26460723,101003874534,"7836 BRUMBLAY, HOUSTON TX 77012",HOUSTON,TX,77012,,
26434134,101003921288,"9803 ALMEDA OAKS, HOUSTON 77075",HOUSTON,TX,77075,,
26455479,101003859207,"6605 BLUEJAY, HOUSTON TX 77048",HOUSTON,TX,77048,,
26460126,101003873166,"7714 SOUTHERN, HOUSTON TX 77087",HOUSTON,TX,77087,,
26431619,101003904681,"5723 ORIOLE, HOUSTON 77017",HOUSTON,TX,77017,,
26432370,101003906432,"12210 PALMWAY, HOUSTON 77034",HOUSTON,TX,77034,,
26435812,101003926228,"6810 DILLON, HOUSTON 77061",HOUSTON,TX,77061,,
26434749,101003923298,"6708 CONLEY, HOUSTON 77021",HOUSTON,TX,77077,,
26439205,101003934576,"3116 HADLEY, HOUSTON 77004",HOUSTON,TX,77004,,
26440047,101003936901,"1507 TANNEHILL, HOUSTON 77008",HOUSTON,TX,77008,,
26457193,101003864146,"2415 METZ, HOUSTON TX 77034",HOUSTON,TX,77034,,
26461771,101003877801,"6806 CASABLANCA, HOUSTON TX 77048",HOUSTON,TX,77088,,
26463856,101003883814,"4410 MAGGIE, HOUSTON 77051",HOUSTON,TX,77051,,
25466778,101003890511,"202 MAROBY, HOUSTON 77017",HOUSTON,TX,77017,,
25466805,101003890586,"5206 CLAY, HOUSTON 77023",HOUSTON,TX,77023,,
25468375,101003904681,"5723 ORIOLE, HOUSTON 77017",HOUSTON,TX,77017,,
25468827,101003905825,"911 WOODLAND, HOUSTON 77009",,,,,
25469126,101003906432,"12210 PALMWAY, HOUSTON 77034",HOUSTON,TX,77034,,
25469399,101003907068,"428 DE HAVEN, HOUSTON 77029",HOUSTON,TX,77029,,
25469671,101003907831,"8314 TARBELL, HOUSTON 77034",HOUSTON,TX,77034,,
25469688,101003907903,"455 TRESVANT, HOUSTON 77598",HOUSTON,TX,77598,,
25470269,101003919597,"1216 WRIGHTWOOD, HOUSTON 77009",HOUSTON,TX,77009,,
25470427,101003920036,"10506 KIRKGLEN, HOUSTON 77089",HOUSTON,TX,77089,,
25470558,101003920372,"11431 KIRKWYN, HOUSTON 77089",HOUSTON ,TX,77089,,
25470890,101003921288,"9803 ALMEDA OAKS, HOUSTON 77075",HOUSTON,TX,77075,,
25472383,101003925592,"8510 GLENLEA, HOUSTON 77061",HOUSTON,TX,77061,,
25473884,101003929547,"6410 HERON, HOUSTON 77087",HOUSTON,TX,77087,,
25473915,101003929609,"4614 LINCOLNSHIRE, HOUSTON 77048",HOUSTON,TX,77048,,
25474536,101003930994,"5203 HOLLY VIEW, HOUSTON 77091",HOUSTON,TX,77091,,
25466975,101003890966,"8402 DETROIT, HOUSTON 77017",HOUSTON,TX,77017,,
25467151,101003891343,"7907 HARTFORD, HOUSTON 77017",HOUSTON,TX,77017,,
25474578,101003931075,"5215 HONEY, HOUSTON 77004",HOUSTON,TX,77004,,
25474613,101003931150,"9138 SUNNYWOOD, HOUSTON 77088",HOUSTON,TX,77088,,
25474734,101003931475,Intersection 2900 BINGLE RD&8450 KEMPWOOD DR,,,,,
25474753,101003931526,"6727 LONDON, HOUSTON 77021",HOUSTON,TX,77021,,
25474905,101003931796,"11442 KIRKWYN, HOUSTON 77089",HOUSTON,TX,77089,,
25475141,101003932376,"5635 WOODGREEN, HOUSTON 77033",HOUSTON,TX,77033,,
25475156,101003932416,"11702 MILL VALLEY, HOUSTON 77048",HOUSTON,TX,77048,,
25475247,101003932741,"5229 TARAWA, HOUSTON 77033",HOUSTON,TX,77033,,
25475376,101003933200,"9246 WICKFORD, HOUSTON 77024",HOUSTON,TX,77024,,
25475891,101003934447,"5918 GOLDEN FOREST, HOUSTON 77092",HOUSTON ,TX,77092,,
25475911,101003934484,"225 TALLANT, HOUSTON 77076",HOUSTON,TX,77076,,
25475927,101003934510,"4118 BOTANY, HOUSTON 77047",HOUSTON,TX,77047,,
25475979,101003934604,"8519 VOGUE, HOUSTON 77055",HOUSTON,TX,77055,,
25476215,101003935152,"10930 TIMBEROAK, HOUSTON 77043",HOUSTON,TX,77043,,
25476391,101003935476,"5518 HIALEAH, HOUSTON 77092",HOUSTON,TX,77092,,
25476423,101003935610,"9731 SPRINGVIEW, HOUSTON 77080",HOUSTON,TX,77080,,
25476479,101003935807,"4306 HICKOK, HOUSTON 77047",HOUSTON,TX,77047,,
25476506,101003935870,"8646 FRIENDSHIP, HOUSTON 77080",HOUSTON,TX,77080,,
25476571,101003936184,"8914 PITNER, HOUSTON 77080",, ,,,
25476615,101003936400,"3406 KNOLL, HOUSTON 77080",HOUSTON,TX,77080,,
25476634,101003936487,"10818 LYNBROOK, HOUSTON 77042",HOUSTON,TX,77077,,
25476803,101003936901,"1507 TANNEHILL, HOUSTON 77008",HOUSTON,TX,77008,,
25476836,101003936978,"7662 BUENA VISTA, HOUSTON 77087",HOUSTON,TX,77087,,
25476864,101003937043,"5110 SPRUCE FOREST, HOUSTON 77091",HOUSTON,TX,77091,,
25492046,101003858623,"5927 GOFORTH, HOUSTON TX 77021",, ,,,
25492235,101003859207,"6605 BLUEJAY, HOUSTON TX 77048",HOUSTON,TX,77048,,
25492549,101003860070,"2514 LAMAR, HOUSTON TX 77003",HOUSTON,TX,77003,,
25492832,101003861239,"6520 SIDNEY, HOUSTON TX 77021",HOUSTON,TX,77021,,
25493949,101003864146,"2415 METZ, HOUSTON TX 77034",HOUSTON,TX,77034,,
25494093,101003864667,"9316 HOLLOCK, HOUSTON TX 77075",HOUSTON,TX,77075,,
25494303,101003865414,"12234 DUMAS, HOUSTON TX 77034",HOUSTON,TX,77034,,
25495168,101003867721,"9723 BLACKHAWK, HOUSTON TX 77075",, ,,,
25495243,101003867906,"9306 WOLCOTT PARK, HOUSTON TX 77075",HOUSTON,TX,77075,,
25495280,101003868024,"10102 VICTORIA CHASE, HOUSTON TX 77075",HOUSTON,TX,77075,,
25496489,101003871812,"7471 BROCKLEY, HOUSTON TX 77087",,TX,77087,,
25496803,101003872875,"7918 WILMERDEAN, HOUSTON TX 77061",HOUSTON,TX,77061,,
25496877,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
25496910,101003873240,"7806 SANTA ELENA, HOUSTON TX 77061",HOUSTON,TX,77061,,
25496996,101003873404,"7622 CAYTON, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497039,101003873511,"8606 DOVER, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497209,101003873889,"7542 CAYTON, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497330,101003874107,"8202 GLEN VALLEY, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497373,101003874189,"8111 GLENCREST, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497479,101003874534,"7836 BRUMBLAY, HOUSTON TX 77012",HOUSTON,TX,77012,,
25497625,101003874873,"7603 DILLON, HOUSTON TX 77061",HOUSTON,TX,77061,,
25497784,101003875261,"3841 GERTIN, HOUSTON TX 77004",HOUSTON,TX,77004,,
25498077,101003875937,"7603 WILMERDEAN, HOUSTON TX 77061",, ,77061,,
25498527,101003877801,"6806 CASABLANCA, HOUSTON TX 77048",HOUSTON,TX,77088,,
25499838,101003881514,"10326 KINGSPOINT, HOUSTON 77075",HOUSTON,TX,77075,,
25499951,101003881787,"7481 SANTA FE, HOUSTON 77061",,,,,
25500431,101003883406,"7762 RED ROBIN, HOUSTON 77075",,,,,
25500521,101003883614,"9418 SPRINGMONT, HOUSTON 77080",,,,,
25500612,101003883814,"4410 MAGGIE, HOUSTON 77051",HOUSTON,TX,77051,,
25494639,101003866302,"8522 ANACORTES, HOUSTON TX 77061",HOUSTON,TX,77061,,
25474907,101003931798,"6402 WOODLAND TRAILS, HOUSTON 77088",HOUSTON,TX,77088,,
27335042,101003905825,"911 WOODLAND, HOUSTON 77009",,,,,
27335341,101003906432,"12210 PALMWAY, HOUSTON 77034",HOUSTON,TX,77034,,
27335614,101003907068,"428 DE HAVEN, HOUSTON 77029",HOUSTON,TX,77029,,
27332993,101003890511,"202 MAROBY, HOUSTON 77017",HOUSTON,TX,77017,,
27333673,101003892130,"3923 EDISON, HOUSTON 77009",HOUSTON,TX,77009,,
25466944,101003890903,"5709 DORBRANDT, HOUSTON 77023",HOUSTON,TX,77023,,
27333020,101003890586,"5206 CLAY, HOUSTON 77023",HOUSTON,TX,77023,,
27333159,101003890903,"5709 DORBRANDT, HOUSTON 77023",HOUSTON,TX,77023,,
27333190,101003890966,"8402 DETROIT, HOUSTON 77017",HOUSTON,TX,77017,,
27333366,101003891343,"7907 HARTFORD, HOUSTON 77017",HOUSTON,TX,77017,,
27335886,101003907831,"8314 TARBELL, HOUSTON 77034",HOUSTON,TX,77034,,
27335903,101003907903,"455 TRESVANT, HOUSTON 77598",HOUSTON,TX,77598,,
27336484,101003919597,"1216 WRIGHTWOOD, HOUSTON 77009",HOUSTON,TX,77009,,
27336773,101003920372,"11431 KIRKWYN, HOUSTON 77089",HOUSTON ,TX,77089,,
27337105,101003921288,"9803 ALMEDA OAKS, HOUSTON 77075",HOUSTON,TX,77075,,
27337720,101003923298,"6708 CONLEY, HOUSTON 77021",HOUSTON,TX,77077,,
27338783,101003926228,"6810 DILLON, HOUSTON 77061",HOUSTON,TX,77061,,
27340099,101003929547,"6410 HERON, HOUSTON 77087",HOUSTON,TX,77087,,
27340130,101003929609,"4614 LINCOLNSHIRE, HOUSTON 77048",HOUSTON,TX,77048,,
27340751,101003930994,"5203 HOLLY VIEW, HOUSTON 77091",HOUSTON,TX,77091,,
27340828,101003931150,"9138 SUNNYWOOD, HOUSTON 77088",HOUSTON,TX,77088,,
27340949,101003931475,Intersection 2900 BINGLE RD&8450 KEMPWOOD DR,,,,,
27341120,101003931796,"11442 KIRKWYN, HOUSTON 77089",HOUSTON,TX,77089,,
27341356,101003932376,"5635 WOODGREEN, HOUSTON 77033",HOUSTON,TX,77033,,
27341371,101003932416,"11702 MILL VALLEY, HOUSTON 77048",HOUSTON,TX,77048,,
27341462,101003932741,"5229 TARAWA, HOUSTON 77033",HOUSTON,TX,77033,,
27341591,101003933200,"9246 WICKFORD, HOUSTON 77024",HOUSTON,TX,77024,,
27342126,101003934484,"225 TALLANT, HOUSTON 77076",HOUSTON,TX,77076,,
27342142,101003934510,"4118 BOTANY, HOUSTON 77047",HOUSTON,TX,77047,,
27342194,101003934604,"8519 VOGUE, HOUSTON 77055",HOUSTON,TX,77055,,
27342430,101003935152,"10930 TIMBEROAK, HOUSTON 77043",HOUSTON,TX,77043,,
27342606,101003935476,"5518 HIALEAH, HOUSTON 77092",HOUSTON,TX,77092,,
27342638,101003935610,"9731 SPRINGVIEW, HOUSTON 77080",HOUSTON,TX,77080,,
27342694,101003935807,"4306 HICKOK, HOUSTON 77047",HOUSTON,TX,77047,,
27342721,101003935870,"8646 FRIENDSHIP, HOUSTON 77080",HOUSTON,TX,77080,,
27342786,101003936184,"8914 PITNER, HOUSTON 77080",, ,,,
27342830,101003936400,"3406 KNOLL, HOUSTON 77080",HOUSTON,TX,77080,,
27342849,101003936487,"10818 LYNBROOK, HOUSTON 77042",HOUSTON,TX,77077,,
27343018,101003936901,"1507 TANNEHILL, HOUSTON 77008",HOUSTON,TX,77008,,
27343051,101003936978,"7662 BUENA VISTA, HOUSTON 77087",HOUSTON,TX,77087,,
27343079,101003937043,"5110 SPRUCE FOREST, HOUSTON 77091",HOUSTON,TX,77091,,
27343343,101003937744,"12006 SONNET MEADOW, HOUSTON 77047",HOUSTON,TX,77047,,
27358261,101003858623,"5927 GOFORTH, HOUSTON TX 77021",, ,,,
27358450,101003859207,"6605 BLUEJAY, HOUSTON TX 77048",HOUSTON,TX,77048,,
27358764,101003860070,"2514 LAMAR, HOUSTON TX 77003",HOUSTON,TX,77003,,
25477044,101003937491,"3903 ERBY, HOUSTON 77087",HOUSTON,TX,77087,,
25477128,101003937744,"12006 SONNET MEADOW, HOUSTON 77047",HOUSTON,TX,77047,,
27359047,101003861239,"6520 SIDNEY, HOUSTON TX 77021",HOUSTON,TX,77021,,
27360308,101003864667,"9316 HOLLOCK, HOUSTON TX 77075",HOUSTON,TX,77075,,
27360518,101003865414,"12234 DUMAS, HOUSTON TX 77034",HOUSTON,TX,77034,,
27361495,101003868024,"10102 VICTORIA CHASE, HOUSTON TX 77075",HOUSTON,TX,77075,,
27362704,101003871812,"7471 BROCKLEY, HOUSTON TX 77087",,TX,77087,,
27363092,101003873156,"7324 MOLINE, HOUSTON TX 77087",HOUSTON,TX,77087,,
27363694,101003874534,"7836 BRUMBLAY, HOUSTON TX 77012",HOUSTON,TX,77012,,
27364742,101003877801,"6806 CASABLANCA, HOUSTON TX 77048",HOUSTON,TX,77088,,
27366166,101003881787,"7481 SANTA FE, HOUSTON 77061",,,,,
27366646,101003883406,"7762 RED ROBIN, HOUSTON 77075",,,,,
27366736,101003883614,"9418 SPRINGMONT, HOUSTON 77080",,,,,
27366827,101003883814,"4410 MAGGIE, HOUSTON 77051",HOUSTON,TX,77051,,
27338900,101003926452,"13910 RIMPLE BEND, HOUSTON 77048",HOUSTON,TX,77048,,
27340968,101003931526,"6727 LONDON, HOUSTON 77021",HOUSTON,TX,77021,,
27342106,101003934447,"5918 GOLDEN FOREST, HOUSTON 77092",HOUSTON ,TX,77092,,
27334590,101003904681,"5723 ORIOLE, HOUSTON 77017",HOUSTON,TX,77017,,
23872819,101003904681,"5723 ORIOLE, HOUSTON 77017",HOUSTON,TX,77017,,
23873570,101003906432,"12210 PALMWAY, HOUSTON 77034",HOUSTON,TX,77034,,
23873726,101003906815,"15818 LA AVENIDA, HOUSTON 77062",HOUSTON,TX,77062,,
23873843,101003907068,"428 DE HAVEN, HOUSTON 77029",HOUSTON,TX,77029,,
23874115,101003907831,"8314 TARBELL, HOUSTON 77034",HOUSTON,TX,77034,,
23874132,101003907903,"455 TRESVANT, HOUSTON 77598",HOUSTON,TX,77598,,
23871545,101003891235,"102 CAYLOR, HOUSTON 77011",HOUSTON,TX,77011,,
23871249,101003890586,"5206 CLAY, HOUSTON 77023",HOUSTON,TX,77023,,
23871388,101003890903,"5709 DORBRANDT, HOUSTON 77023",HOUSTON,TX,77023,,
23871595,101003891343,"7907 HARTFORD, HOUSTON 77017",HOUSTON,TX,77017,,
23871916,101003892163,"8515 LEANDER, HOUSTON 77012",HOUSTON,TX,77012,,
23872180,101003892807,"1601 WESLEY, HOUSTON 77023",HOUSTON,TX,77023,,
23874713,101003919597,"1216 WRIGHTWOOD, HOUSTON 77009",HOUSTON,TX,77009,,
23874871,101003920036,"10506 KIRKGLEN, HOUSTON 77089",HOUSTON,TX,77089,,
23875002,101003920372,"11431 KIRKWYN, HOUSTON 77089",HOUSTON ,TX,77089,,
23875334,101003921288,"9803 ALMEDA OAKS, HOUSTON 77075",HOUSTON,TX,77075,,
23875739,101003922737,"7421 BRACE, HOUSTON 77061",HOUSTON,TX,77061,,
23876827,101003925592,"8510 GLENLEA, HOUSTON 77061",HOUSTON,TX,77061,,
23877012,101003926228,"6810 DILLON, HOUSTON 77061",HOUSTON,TX,77061,,
23877084,101003926385,"843 ASHLAND, HOUSTON 77007",,,,,
23877129,101003926452,"13910 RIMPLE BEND, HOUSTON 77048",HOUSTON,TX,77048,,
23878328,101003929547,"6410 HERON, HOUSTON 77087",HOUSTON,TX,77087,,
23878980,101003930994,"5203 HOLLY VIEW, HOUSTON 77091",HOUSTON,TX,77091,,
23879022,101003931075,"5215 HONEY, HOUSTON 77004",HOUSTON,TX,77004,,
23909175,101003931150,"9138 SUNNYWOOD, HOUSTON 77088",HOUSTON,TX,77088,,
24016887,101003931475,Intersection 2900 BINGLE RD&8450 KEMPWOOD DR,,,,,
